Med_Name,Med_Kind,Med_Plc,Med_Remark

五维赖氨酸, [口服液体剂],天津市,备注：限儿童

牛痘疫苗接种家兔炎症皮肤提取物, [口服常释剂型],天津市,备注：限腰椎间盘病变

小牛脾提取物, [注射剂],天津市,备注：限肿瘤患者配合化疗使用

伊班膦酸, [注射剂],天津市,备注：限癌症骨转移和工伤保险

抗人T淋巴细胞免疫球蛋白, [注射剂],天津市,备注：限器官移植，重型再生障碍性贫血，环磷酰胺治疗无效或肾活检证实为四型狼疮肾自身免疫性疾病。

风湿寒痛片, ,天津市,备注：

达立通颗粒, ,天津市,备注：

舒脑欣滴丸, ,天津市,备注：

金龙胶囊, ,天津市,备注：限肝癌

生肌散, ,天津市,备注：

复方紫草油, ,天津市,备注：

阿扎司琼, [注射剂],天津市,备注：限高催吐放化疗使用

脱氧核苷酸, [注射剂],天津市,备注：限急、慢性肝炎

三磷酸腺苷二钠氯化镁, [注射剂],天津市,备注：限脑外伤及神经外科手术

丙戊酰胺, [口服常释剂型],天津市,备注：

桉柠蒎, [口服常释剂型],天津市,备注：▽

愈酚溴新, [口服液体剂],天津市,备注：▽

鸡胆口服溶液, [口服液体剂],天津市,备注：

低分子右旋糖酐氨基酸, [注射剂],天津市,备注：限蛋白质缺乏的血容量减少

复方右旋糖酐40, [注射剂],天津市,备注：

氯碘羟喹, [软膏剂],天津市,备注：

复方肝素钠尿囊素, [凝胶剂],天津市,备注：限工伤保险

萘敏维, [滴眼剂],天津市,备注：

辅酶I, [注射剂],天津市,备注：△

尼可地尔, [口服常释剂型],天津市,备注：

匹伐他汀, [口服常释剂型],天津市,备注：限二线用药

铝镁匹林, [口服常释剂型],天津市,备注：

阿加曲班, [注射剂],天津市,备注：

复方七叶皂苷, [凝胶剂],天津市,备注：限儿童

酮洛芬, [凝胶剂],天津市,备注：限工伤保险

右旋酮洛芬, [口服常释剂型],天津市,备注：限工伤保险

复方鲜竹沥液, ,天津市,备注：△

止咳宁嗽胶囊, ,天津市,备注：△

止嗽青果丸, ,天津市,备注：△

喉疾灵胶囊, ,天津市,备注：△

黄芩茎叶解毒胶囊, ,天津市,备注：△

热炎宁合剂, ,天津市,备注：△

精制银翘解毒片, ,天津市,备注：△

莫家清宁丸, ,天津市,备注：△

益气润肠膏, ,天津市,备注：△

琥珀抱龙丸, ,天津市,备注：△限儿童

清脑安神丸, ,天津市,备注：△

灯银脑通胶囊, ,天津市,备注：

丹芪偏瘫胶囊, ,天津市,备注：

龙生蛭胶囊, ,天津市,备注：

救心丸, ,天津市,备注：

芪蛭通络胶囊, ,天津市,备注：

心脉隆注射液, ,天津市,备注：限心衰病人

复方猴头颗粒, ,天津市,备注：

智杞颗粒, ,天津市,备注：限儿童

益肾液, ,天津市,备注：△

橡皮生肌膏, ,天津市,备注：

溶栓胶囊, ,天津市,备注：

脑血栓片, ,天津市,备注：

葛酮通络胶囊, ,天津市,备注：

健胃宽胸丸, ,天津市,备注：

沉香舒郁丸（片）, ,天津市,备注：

调胃丹, ,天津市,备注：

镇痛活络酊, ,天津市,备注：△

耳聋通窍丸, ,天津市,备注：△

千柏鼻炎片（胶囊）, ,天津市,备注：△

伤湿祛痛膏, ,天津市,备注：△

肤舒止痒膏, ,天津市,备注：

伤湿止痛膏, ,天津市,备注：△

麝香壮骨膏, ,天津市,备注：△

欣力康颗粒, ,天津市,备注：限化疗期间使用

复方大红袍止血片, ,天津市,备注：

妇得康泡沫剂, ,天津市,备注：△

舒肝宁注射液, ,天津市,备注：

疏清颗粒, ,天津市,备注：限儿童

小儿止咳糖浆, ,天津市,备注：△限儿童

复方胃蛋白酶, [口服散剂],天津市,备注：限儿童

比沙可啶, [口服常释剂型],天津市,备注：

谷红, [注射剂],天津市,备注：限脑栓塞及脑出血

长春胺, [缓控释剂型],天津市,备注：限工伤保险

舍雷肽酶, [口服常释剂型],天津市,备注：

奥拉西坦, [注射剂],天津市,备注：限轻中度血管性痴呆及老年性痴呆

安钠咖, [注射剂],天津市,备注：

氯喹那多普罗雌烯, [栓剂],天津市,备注：

氯喹那多普罗雌烯, [阴道片],天津市,备注：

非尼拉敏盐酸萘甲唑啉, [滴眼剂],天津市,备注：

电解质补给, [注射剂],天津市,备注：限儿童电解质紊乱

复方蓝棕果, [口服常释剂型],天津市,备注：

蕲蛇酶, [注射剂],天津市,备注：

混合糖电解质, [注射剂],天津市,备注：限术后三天使用

门冬氨酸钾, [注射剂],天津市,备注：限低血钾症

吲哚布芬, [口服常释剂型],天津市,备注：

特非那定, [口服常释剂型],天津市,备注：

阿糖腺苷, [注射剂],天津市,备注：

美索巴莫, [口服常释剂型],天津市,备注：

苯酰甲硝唑, [口服常释剂型],天津市,备注：限二线用药

红花黄色素, ,天津市,备注：

冠脉通片, ,天津市,备注：

健身消导颗粒, ,天津市,备注：限儿童

婴儿健脾口服液, ,天津市,备注：限儿童

鼻康片, ,天津市,备注：

磁朱丸, ,天津市,备注：△

金蝉止痒胶囊, ,天津市,备注：△

红花如意丸, ,天津市,备注：

镇江膏药, ,天津市,备注：△

益肺清化膏, ,天津市,备注：限肺癌中晚期使用

复方益母草膏, ,天津市,备注：

抗癌平丸, ,天津市,备注：限消化系统肿瘤

散结乳癖贴膏, ,天津市,备注：

温经丸, ,天津市,备注：

羊肝明目片, ,天津市,备注：

八宝拨云散, ,天津市,备注：

甘霖洗剂, ,天津市,备注：△

鹭鸶咯丸, ,天津市,备注：限儿童

咳速停胶囊, ,天津市,备注：△

百蕊胶囊（颗粒）, ,天津市,备注：限工伤保险

灵芝胶囊, ,天津市,备注：△

生血丸, ,天津市,备注：

溃疡灵胶囊, ,天津市,备注：△

蜡样芽胞杆菌, [口服常释剂型],江苏省,备注：

考来烯胺, [口服散剂],江苏省,备注：

乳酸菌素, [口服常释剂型],江苏省,备注：

多库酯钠, [口服常释剂型],江苏省,备注：

缬沙坦氢氯噻嗪, [口服常释剂型],江苏省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

多廿烷醇, [口服常释剂型],江苏省,备注：

乙酰谷酰胺, [注射剂],江苏省,备注：

奥拉西坦, [注射剂],江苏省,备注：

三唑仑, [口服常释剂型],江苏省,备注：

奥氮平, [口腔崩解片],江苏省,备注：

复方甘露醇, [注射剂],江苏省,备注：

美敏伪麻, [咀嚼片],江苏省,备注：

细辛脑, [口服常释剂型],江苏省,备注：

铝碳酸镁, [咀嚼片],江苏省,备注：

复方倍氯米松樟脑, [软膏剂],江苏省,备注：

复方肝素钠尿囊素, [凝胶剂],江苏省,备注：限工伤保险

多磺酸粘多糖, [软膏剂],江苏省,备注：

克林霉素磷酸酯, [凝胶剂],江苏省,备注：

利拉萘酯, [软膏剂],江苏省,备注：

卡介菌纯蛋白衍化物, [注射剂],江苏省,备注：

参芎葡萄糖, [注射剂],江苏省,备注：

依折麦布, [口服常释剂型],江苏省,备注：

脾多肽, [注射剂],江苏省,备注：

阿加曲班, [注射剂],江苏省,备注：

多糖铁复合物, [口服常释剂型],江苏省,备注：

双氯芬酸, [贴剂],江苏省,备注：

氨酚黄那敏, [颗粒剂],江苏省,备注：

克洛己新, [口服液体剂],江苏省,备注：

克洛己新, [口服常释剂型],江苏省,备注：

达克罗宁, [口服液体剂],江苏省,备注：

氯唑沙宗, [口服常释剂型],江苏省,备注：

头孢克洛, [口服液体剂],江苏省,备注：

头孢特仑新戊酯, [口服常释剂型],江苏省,备注：

萘夫西林, [注射剂],江苏省,备注：

头孢氨苄, [缓释控释剂型],江苏省,备注：

克拉霉素, [缓释控释剂型],江苏省,备注：

头孢噻利, [注射剂],江苏省,备注：限重度感染

仑氨西林, [口服常释剂型],天津市,备注：

头孢噻利, [注射剂],天津市,备注：限重度感染

厄他培南, [注射剂],天津市,备注：限其他抗生素治疗无效的重度感染

头孢曲松他唑巴坦, [注射剂],天津市,备注：限产酶菌或怀疑产酶菌引起的重度感染，必须有细菌学支持或副主任医师以上判定方可使用。

头孢泊肟, [口服液体剂],天津市,备注：限儿童

头孢哌酮, [注射剂],天津市,备注：限产酶菌或怀疑产酶菌引起的重度感染，必须有细菌学支持或副主任医师以上判定方可使用。

铜绿假单胞菌, [注射剂],天津市,备注：限恶性肿瘤患者伴重度细菌感染，副主任医师以上判定方可使用

薄芝糖肽, [注射剂],天津市,备注：限肿瘤患者配合化疗使用

匹多莫德, [口服液体剂],天津市,备注：限儿童

去甲斑蝥素, [口服常释剂型],天津市,备注：限肝癌和工伤保险

左亚叶酸钙, [注射剂],天津市,备注：

尿嘧啶替加氟, [口服常释剂型],天津市,备注：

氟脲苷, [注射剂],天津市,备注：

氯氧喹, [口服常释剂型],天津市,备注：限肿瘤患者使用

泛酸钙, [口服常释剂型],天津市,备注：△

维D2磷葡钙片, [口服常释剂型],天津市,备注：△限儿童

核糖核酸Ⅱ, [注射剂],天津市,备注：限肿瘤患者配合化疗使用

牛痘疫苗接种家兔炎症皮肤提取物, [注射剂],天津市,备注：限腰椎间盘病变

麝香抗栓胶囊, ,天津市,备注：

瓜蒌皮注射液, ,天津市,备注：△

小儿清肺化痰泡腾片, ,天津市,备注：△限儿童

麻杏甘石软胶囊, ,天津市,备注：

长城感冒片, ,天津市,备注：△

猴枣牛黄散, ,天津市,备注：△限儿童

蒲地蓝消炎片（口服液）, ,天津市,备注：△

参苏宣肺丸, ,天津市,备注：△

六一散, ,天津市,备注：

参芪消渴胶囊, ,天津市,备注：

消渴清颗粒, ,天津市,备注：

芪药消渴胶囊, ,天津市,备注：

麝香心脑乐胶囊, ,天津市,备注：

心脑联通胶囊, ,天津市,备注：

大株红景天注射液, ,天津市,备注：

心脑静片, ,天津市,备注：

固肠胶囊, ,天津市,备注：

小儿广朴止泻口服液, ,天津市,备注：限儿童

华山参滴丸, ,天津市,备注：

小儿止嗽糖浆, ,天津市,备注：△限儿童

归芍地黄丸, ,天津市,备注：△

参附强心丸, ,天津市,备注：

金嗓利咽丸, ,江苏省,备注：

镇江膏药, ,江苏省,备注：

七味通痹口服液, ,江苏省,备注：

解痉镇痛酊, ,江苏省,备注：

纯阳正气丸, ,江苏省,备注：

退热清咽颗粒, ,江苏省,备注：

法半夏枇杷膏, ,江苏省,备注：

羚贝止咳糖浆, ,江苏省,备注：

感冒灵胶囊, ,江苏省,备注：

地奥心血康软胶囊, ,江苏省,备注：

新乐康片, ,江苏省,备注：

芪龙胶囊, ,江苏省,备注：

瓜蒌皮注射液, ,江苏省,备注：

红花黄色素氯化钠注射液, ,江苏省,备注：

首乌丸, ,江苏省,备注：

杞菊地黄口服液, ,江苏省,备注：

五子衍宗丸, ,江苏省,备注：

强肾片, ,江苏省,备注：

复方甘草酸单胺, [注射剂],江苏省,备注：

苦参素, [口服常释剂型],江苏省,备注：

硫酸吗啡, [栓剂],江苏省,备注：限工伤保险

右美托咪定, [注射剂],江苏省,备注：

安乃近, [注射剂],江苏省,备注：

复方硫酸软骨素, [口服常释剂型],江苏省,备注：

汉防己甲素, [口服常释剂型],江苏省,备注：限工伤保险

氨基葡萄糖, [颗粒剂],江苏省,备注：

奥硝唑, [口服常释剂型],江苏省,备注：

头孢拉定, [颗粒剂],江苏省,备注：

头孢丙烯, [颗粒剂],江苏省,备注：

头孢丙烯, [口服液体剂],江苏省,备注：

氨苄西林氯唑西林, [注射剂],江苏省,备注：

阿莫西林舒巴坦匹酯, [口服常释剂型],江苏省,备注：

罗红霉素, [缓释控释剂型],江苏省,备注：

头孢地嗪, [注射剂],江苏省,备注：

云芝胞内糖肽, [口服常释剂型],江苏省,备注：

雷替曲塞, [注射剂],江苏省,备注：

核糖核酸Ⅱ, [注射剂],江苏省,备注：

小牛血去蛋白提取物, [注射剂],江苏省,备注：限工伤保险

小牛脾提取物, [注射剂],江苏省,备注：

枸地氯雷他定, [口服常释剂型],江苏省,备注：

阿扎司琼, [注射剂],江苏省,备注：限二线用药

复方硫酸双肼屈嗪, [口服常释剂型],江苏省,备注：

尼群洛尔, [口服常释剂型],江苏省,备注：

亮菌甲素, [注射剂],江苏省,备注：

复方甘铋镁, [口服常释剂型],江苏省,备注：

罗红霉素氨溴索, [口服常释剂型],江苏省,备注：

氟替卡松, [软膏剂],江苏省,备注：

木糖醇, [注射剂],江苏省,备注：

氯化钙溴化钠, [注射剂],江苏省,备注：

吡嘧司特钾, [口服常释剂型],江苏省,备注：

复方氯己定, [外用液体剂],江苏省,备注：

洛美沙星, [眼用凝胶剂],江苏省,备注：

洛美沙星, [滴眼剂],江苏省,备注：

阿托品, [眼用凝胶剂],江苏省,备注：

磺达肝癸钠, [注射剂],江苏省,备注：

转化糖电解质, [注射剂],江苏省,备注：

复方盐酸阿米洛利, [口服常释剂型],江苏省,备注：

重组人粒细胞巨噬细胞刺激因子, [凝胶剂],江苏省,备注：限工伤保险

对氨基水杨酸异烟肼, [口服常释剂型],江苏省,备注：

左旋咪唑, [口服常释剂型],江苏省,备注：

培美曲塞, [注射剂],江苏省,备注：

紫杉醇脂质体, [注射剂],江苏省,备注：限卵巢癌、肺癌、乳腺癌、胃癌、食管癌、头颈部恶性肿瘤

结构脂肪乳(C6~24), [注射剂],江苏省,备注：

12种复合维生素, [注射剂],江苏省,备注：

戊酸雌二醇/雌二醇环丙孕酮, [口服常释剂型],江苏省,备注：

黄体酮, [凝胶剂],江苏省,备注：

复方米非司酮, [口服常释剂型],江苏省,备注：限生育保险

坎地氢噻片, [片剂],江苏省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

替米沙坦氢氯噻嗪片, [片剂],江苏省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

依折麦布辛伐他汀片, [片剂],江苏省,备注：

瑞格列奈二甲双胍片(Ⅱ), [片剂],江苏省,备注：

厄贝沙坦氢氯噻嗪胶囊, [胶囊],江苏省,备注：

和络舒肝胶囊, ,江苏省,备注：

孕康糖浆, ,江苏省,备注：

参一胶囊, ,江苏省,备注：

血塞通软胶囊(滴丸), ,江苏省,备注：

胃乐宁片, ,江苏省,备注：

胃痛定, ,江苏省,备注：

华佗膏, ,江苏省,备注：

六味木香丸, ,江苏省,备注：

阿仑膦酸钠维D3片(Ⅱ), [片剂],江苏省,备注：限重度骨质疏松和工伤保险

恩他卡朋双多巴片（Ⅱ）, [片剂],江苏省,备注：限三级医院重症患者

奥美沙坦氢氯噻嗪片, [片剂],江苏省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

瑞格列奈二甲双胍片(Ⅰ), [片剂],江苏省,备注：

氯沙坦钾氢氯噻嗪片, [片剂],江苏省,备注：

减味紫雪口服液, ,江苏省,备注：

海昆肾喜胶囊, ,江苏省,备注：

三妙丸, ,江苏省,备注：

益母草注射液(口服液), ,江苏省,备注：

金银花露, ,江苏省,备注：

回生口服液, ,江苏省,备注：

心痛康片, ,江苏省,备注：

羊藿三七胶囊, ,江苏省,备注：

蛭蛇通络胶囊, ,江苏省,备注：

元胡止痛软胶囊, ,江苏省,备注：

清浊祛毒丸, ,江苏省,备注：

健胃消食片(口服液), ,江苏省,备注：

克痒舒洗液, ,江苏省,备注：

西帕依麦孜彼子片(胶囊), ,江苏省,备注：

鼻炎糖浆, ,江苏省,备注：

胎盘多肽, [注射剂],江苏省,备注：

氟尿嘧啶, [植入剂],江苏省,备注：

重组人干扰素γ, [注射剂],江苏省,备注：

胸腺肽, [注射剂],江苏省,备注：

甲基斑蝥胺, [口服常释剂型],江苏省,备注：

斑蝥酸钠, [注射剂],江苏省,备注：

地氯雷他定, [口服常释剂型],江苏省,备注：

复方氟尿嘧啶, [注射剂],江苏省,备注：

尿嘧啶替加氟, [口服常释剂型],江苏省,备注：

铜绿假单胞菌, [注射剂],江苏省,备注：

钠钾镁钙葡萄糖, [注射剂],江苏省,备注：

美索巴莫, [口服常释剂型],江苏省,备注：

艾塞那肽, [注射剂],江苏省,备注：

复方骨肽, [注射剂],江苏省,备注：

骨化三醇, [注射剂],江苏省,备注：

炔雌醇环丙孕酮, [口服常释剂型],江苏省,备注：

雌二醇片/雌二醇地屈孕酮片复合包装, [片剂],江苏省,备注：

吡格列酮二甲双胍片, [片剂],江苏省,备注：限不适用胰岛素药物且使用其他口服降糖药物无效的患者

奥沙利铂甘露醇注射液, [注射剂],江苏省,备注：

二维葡钙片, [片剂],江苏省,备注：

白蚀丸, ,江苏省,备注：

红花如意丸, ,江苏省,备注：

血脉通胶囊, ,江苏省,备注：

治伤胶囊, ,江苏省,备注：

伤湿止痛膏, ,江苏省,备注：△

灵仙跌打片, ,江苏省,备注：限工伤保险

猴头菌片, ,江苏省,备注：

姜枣祛寒颗粒, ,江苏省,备注：

顺气化痰片(颗粒), ,江苏省,备注：

川贝枇杷糖浆, ,江苏省,备注：

复方鲜竹沥液, ,江苏省,备注：

清开灵滴丸, ,江苏省,备注：

藿香正气滴丸, ,江苏省,备注：

双金连合剂, ,江苏省,备注：

玉屏风口服液, ,江苏省,备注：

香菊感冒颗粒, ,江苏省,备注：△

小儿清热宁颗粒, ,江苏省,备注：

甘草甜素片, ,江苏省,备注：

蒲地蓝消炎口服液, ,江苏省,备注：

大株红景天注射液(胶囊), ,江苏省,备注：

复方芦丁, [口服常释剂型],江苏省,备注：

浓维磷, [口服液体剂],江苏省,备注：

米格列奈, [口服常释剂型],江苏省,备注：

依替膦酸二钠, [口服常释剂型],江苏省,备注：限重度骨质疏松和工伤保险

三磷酸腺苷辅酶胰岛素, [注射剂],江苏省,备注：限工伤保险

吸入用倍氯米松福莫特罗气雾剂, [气雾剂],江苏省,备注：△；限二线用药

氨氯地平贝那普利片（Ⅱ）, [片剂],江苏省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

厄贝沙坦氢氯噻嗪片, [片剂],江苏省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

厄贝沙坦氢氯噻嗪分散片, [分散片],江苏省,备注：

七味刺榆颗粒, ,江苏省,备注：

清肝利胆胶囊, ,江苏省,备注：

血必净注射液, ,江苏省,备注：

抗妇炎胶囊, ,江苏省,备注：

消栓口服液, ,江苏省,备注：

脑血栓片, ,江苏省,备注：

晕可平颗粒(糖浆), ,江苏省,备注：

正清风痛宁缓释片, ,江苏省,备注：

嘎日迪五味丸(胶囊), ,江苏省,备注：

花藤子颗粒, ,江苏省,备注：

八味沉香散, ,江苏省,备注：

双氯芬酸, [凝胶剂],江苏省,备注：

氟比洛芬, [贴剂],江苏省,备注：

右旋布洛芬, [口服常释剂型],江苏省,备注：

利巴韦林, [吸入剂],江苏省,备注：

地佐辛, [注射剂],江苏省,备注：

氟吡汀, [口服常释剂型],江苏省,备注：

阿莫西林, [注射剂],江苏省,备注：

螺旋霉素, [口服常释剂型],江苏省,备注：

甲砜霉素甘氨酸酯, [注射剂],江苏省,备注：

加替沙星, [注射剂],江苏省,备注：

头孢曲松他唑巴坦, [注射剂],江苏省,备注：

头孢哌酮, [注射剂],江苏省,备注：

头孢噻肟舒巴坦, [注射剂],江苏省,备注：

甘露聚糖肽, [注射剂],江苏省,备注：

香菇多糖, [注射剂],江苏省,备注：

伊达比星, [注射剂],江苏省,备注：

脱氧核苷酸, [注射剂],江苏省,备注：限工伤保险

复方氨基酸（17AA-H）, [注射剂],江苏省,备注：

氢化可的松琥珀酸钠, [注射剂],江苏省,备注：

呋喃硫胺, [口服常释剂型],江苏省,备注：

乙酰半胱氨酸, [颗粒剂],江苏省,备注：

氨溴索, [缓释控释剂型],江苏省,备注：

阿昔洛韦, [凝胶剂],江苏省,备注：

酮康唑, [外用液体剂],江苏省,备注：

双唑泰, [栓剂],江苏省,备注：

双唑泰, [阴道泡腾片],江苏省,备注：

吡嘧司特钾, [滴眼剂],江苏省,备注：

吡诺克辛, [滴眼剂],江苏省,备注：

门冬氨酸钾, [注射剂],江苏省,备注：限工伤保险

弹性酶, [口服常释剂型],江苏省,备注：

二丁酰环磷腺苷, [注射剂],江苏省,备注：

三磷酸腺苷, [口服常释剂型],江苏省,备注：

辅酶Q10, [口服常释剂型],江苏省,备注：

氟伐他汀, [缓释控释剂型],江苏省,备注：限二线用药

藻酸双酯钠, [口服常释剂型],江苏省,备注：

月见草油, [口服常释剂型],江苏省,备注：

复合辅酶, [注射剂],江苏省,备注：

混合糖电解质, [注射剂],江苏省,备注：

包醛氧淀粉, [口服常释剂型],江苏省,备注：

明胶海绵, [海绵剂],江苏省,备注：

血府逐瘀软胶囊, ,江苏省,备注：

头痛定糖浆, ,江苏省,备注：

川黄口服液, ,江苏省,备注：

齐墩果酸, [口服常释剂型],江苏省,备注：

碱式水杨酸铋, [口服液体剂],江苏省,备注：

帕洛诺司琼, [注射剂],江苏省,备注：限二线用药

奥美沙坦酯, [口服常释剂型],江苏省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

羟甲香豆素, [口服常释剂型],江苏省,备注：

复方谷氨酰胺, [口服常释剂型],江苏省,备注：

复方卡托普利, [口服常释剂型],江苏省,备注：

阿折地平, [口服常释剂型],江苏省,备注：

多酶, [口服常释剂型],江苏省,备注：

单唾液酸四己糖神经节苷脂, [注射剂],江苏省,备注：

曲尼司特, [口服常释剂型],江苏省,备注：

曲克芦丁脑蛋白水解物, [注射剂],江苏省,备注：

三磷酸胞苷, [注射剂],江苏省,备注：

尼莫地平, [缓释控释剂型],江苏省,备注：

依卡倍特, [颗粒剂],江苏省,备注：

桉柠蒎, [口服常释剂型],江苏省,备注：

硫必利, [口服常释剂型],江苏省,备注：

协日嘎四味汤胶囊, ,江苏省,备注：

苍辛气雾剂, ,江苏省,备注：

藏茵陈胶囊, ,江苏省,备注：

百蕊胶囊, ,江苏省,备注：

治糜灵泡腾片, ,江苏省,备注：

复方熊胆滴眼液, ,江苏省,备注：

仙璐贝滴剂, ,江苏省,备注：

筋骨痛消丸, ,江苏省,备注：限工伤保险

舒肝宁注射液, ,江苏省,备注：

明通治伤风颗粒, ,江苏省,备注：

半夏露糖浆, ,江苏省,备注：

牛黄消炎丸(片), ,江苏省,备注：

复方板蓝根颗粒, ,江苏省,备注：△

小儿肺热咳喘口服液, ,江苏省,备注：

虎驹乙肝胶囊, ,江苏省,备注：

利肝康片, ,江苏省,备注：

还少胶囊, ,江苏省,备注：

五味子糖浆, ,江苏省,备注：

冠心静胶囊(片), ,江苏省,备注：

银杏酮酯分散片, ,江苏省,备注：

烧伤喷雾剂, ,浙江省,备注：

血脂灵片, ,浙江省,备注：△

生白合剂, ,浙江省,备注：限再生障碍性贫血或白细胞减少症。

猴菇片, ,浙江省,备注：

益气活血颗粒, ,浙江省,备注：

麝香风湿片, ,浙江省,备注：

麝香祛风湿油, ,浙江省,备注：△

肝加欣片, ,浙江省,备注：

白花油, ,浙江省,备注：△

克痒舒洗液, ,浙江省,备注：△

六味木香散, ,浙江省,备注：

治伤胶囊, ,浙江省,备注：

万灵五香膏, ,浙江省,备注：△

金果饮, ,浙江省,备注：

妇炎灵胶囊（泡腾片）, ,浙江省,备注：

洁尔阴洗液, ,浙江省,备注：△

当归芍药颗粒, ,浙江省,备注：

归芍调经片, ,浙江省,备注：

暖宫孕子丸, ,浙江省,备注：

女金丹丸, ,浙江省,备注：

超短效人胰岛素类似物, [注射剂],浙江省,备注：◇；限内分泌科或内分泌专科医生，且限伴有重要器官并发症的糖尿病患者。

吡格列酮, [口服常释剂型],浙江省,备注：限内分泌专科或专科医生，全科医生。

降钙素, [注射剂],浙江省,备注：限骨恶性肿瘤，恶性肿瘤骨转移，严重骨质疏松症伴剧烈疼痛，高钙血症，变形性骨炎；或工伤保险

帕米膦酸二钠, [注射剂],浙江省,"备注：限工伤保险或骨质疏松症,骨恶性肿瘤，恶性肿瘤骨转移。"

羟乙膦酸钠, [口服常释剂型],浙江省,"备注：限工伤保险或骨质疏松症,骨恶性肿瘤，恶性肿瘤骨转移。"

阿法骨化醇, [口服常释剂型],浙江省,"备注：限骨质疏松，肾性骨病，甲状旁腺功能减退症,骨恶性肿瘤，恶性肿瘤骨转移。"

胰激肽原酶, [口服常释剂型],浙江省,"备注：限糖尿病性肾病,缺血性心血管病,缺血性脑血管病,视网膜病,眼底病,血管闭塞性脉管炎，动脉硬化闭塞性疾病。"

胸腺肽α1, [注射剂],浙江省,备注：重症乙肝患者的住院治疗；各类恶性肿瘤放疗或化疗辅助治疗，每个疗程不超过1.6mg×8支，一个结算年度使用不超过2个疗程。进口产品先由个人自理20%。

桂哌齐特, [注射剂],浙江省,备注：限二级及以上医疗机构，或雷诺氏病，工伤保险

促肝细胞生长素, [注射剂],浙江省,备注：限工伤保险或重症肝炎。

甘草酸二铵, [注射剂],浙江省,备注：限抢救或肝病或工伤保险。

替米沙坦, [口服常释剂型],浙江省,备注：限非限定支付的抗高血压药无效或不能耐受病人，心力衰竭，急性心肌梗塞，急性缺血性脑梗塞，慢性肾病。

缬沙坦, [口服常释剂型],浙江省,备注：限非限定支付的抗高血压药无效或不能耐受病人，心力衰竭，急性心肌梗塞，急性缺血性脑梗塞，慢性肾病。

前列地尔, [注射剂],浙江省,备注：限缺血性心脑血管疾病，慢性动脉闭塞症，血管闭塞性脉管炎，重症肝炎。

人血白蛋白, [注射剂],浙江省,备注：限工伤保险或以下适应证之一伴低蛋白血症，且血浆蛋白低于30g/L时可开始使用，应提供5日内血浆蛋白检查报告；维持治疗血浆白蛋白不超过40g/L。①肝硬化，大量肝切除；②肾病综合征或严重的烧伤，烫伤；③呼吸衰竭使用人工呼吸机或严重肺水肿；④严重感染合并多系统衰竭；⑤新生儿重症黄胆伴胆红素脑病。

参附注射液, ,浙江省,备注：限急症，重症或住院病人用药。

醒脑静注射液, ,浙江省,备注：限危重症急救或抢救，高热或其它原因引起的意识障碍。

参麦注射液, ,浙江省,备注：限急症，重症或住院病人用药。

丹红注射液, ,浙江省,备注：限心脑血管病

美洛西林舒巴坦, [注射剂],浙江省,备注：限二线抗菌药物用药。

沙奎那韦, [口服常释剂型],浙江省,备注：限艾滋病病毒感染

小檗碱, [口服常释剂型],浙江省,备注：△

哌嗪, [锭剂],浙江省,备注：△

甲硝唑, [口服常释剂型],浙江省,备注：△

复方氨基酸18AA[18AA-Ⅰ、18AA-Ⅱ、18AA-Ⅲ（18AAF）、18AA-Ⅴ], [注射剂],浙江省,备注：限以下适应证之一有重度营养风险患者：①胃肠道梗阻；②胃肠瘘或短肠综合征；③肠道广泛炎性疾病(IBD)；④大面积烧伤或严重创伤；⑤恶性肿瘤伴恶液质或严重感染；⑥脏器功能衰竭；⑦各种大手术后禁食；⑧肝硬化合并低蛋白血症。

氨基酸型肠内营养剂, [口服散剂],浙江省,备注：◇；限以下适应证之一有营养风险的重症患者：①摄食不能或禁忌；②短肠综合症，急性重症胰腺炎；③恶性肿瘤伴恶液质或大手术后禁食；④大面积烧伤。

