Med_Name,Med_Kind,Med_Plc

珍宝丸,民族药 ,国家

氨酚美伪,解热镇痛及非甾体抗炎药物 [滴剂],国家

氨酚伪麻,解热镇痛及非甾体抗炎药物 [咀嚼片],国家

氨酚伪麻那敏,解热镇痛及非甾体抗炎药物 [咀嚼片],国家

氨酚伪麻那敏,解热镇痛及非甾体抗炎药物 [口服液],国家

六味安消散（胶囊、片）,民族药 ,国家

清感九味丸,民族药 ,国家

清心沉香八味丸（散）,民族药 ,国家

通滞苏润江胶囊（片）,民族药 ,国家

养心达瓦依米西克蜜膏,民族药 ,国家

坐珠达西,民族药 ,国家

氨酚伪麻,解热镇痛及非甾体抗炎药物 [胶囊],国家

氨酚伪麻那敏(夜用）,解热镇痛及非甾体抗炎药物 [胶囊],国家

氨酚伪麻那敏,解热镇痛及非甾体抗炎药物 [片剂],国家

痛血康胶囊,骨伤科用药 ,国家

腰痹通胶囊,骨伤科用药 ,国家

狗皮膏,骨伤科用药 ,国家

骨质宁搽剂,骨伤科用药 ,国家

骨刺丸（胶囊、片）,骨伤科用药 ,国家

骨康胶囊,骨伤科用药 ,国家

骨仙片,骨伤科用药 ,国家

肤痒颗粒,皮肤科用药 ,国家

皮肤康洗液,皮肤科用药 ,国家

癣湿药水,皮肤科用药 ,国家

独一味丸（颗粒、胶囊、片）,民族药 ,国家

腰痛宁胶囊,骨伤科用药 ,国家

骨友灵擦剂,骨伤科用药 ,国家

正骨水,骨伤科用药 ,国家

复方杜仲健骨颗粒,骨伤科用药 ,国家

骨松宝颗粒（胶囊）,骨伤科用药 ,国家

白灵胶囊（片）,皮肤科用药 ,国家

黑豆馏油软膏,皮肤科用药 ,国家

消风止痒颗粒,皮肤科用药 ,国家

鱼鳞病片,皮肤科用药 ,国家

氨金黄敏,解热镇痛及非甾体抗炎药物 [颗粒],国家

氨咖麻敏,解热镇痛及非甾体抗炎药物 [胶囊],国家

酚咖麻敏,解热镇痛及非甾体抗炎药物 [胶囊],国家

复方氨酚烷胺,解热镇痛及非甾体抗炎药物 [颗粒],国家

复方酚咖伪麻,解热镇痛及非甾体抗炎药物 [胶囊],国家

复方愈创木酚磺酸钾,解热镇痛及非甾体抗炎药物 [口服液],国家

美酚伪麻,解热镇痛及非甾体抗炎药物 [片剂],国家

双扑伪麻,解热镇痛及非甾体抗炎药物 [胶囊],国家

愈美,解热镇痛及非甾体抗炎药物 [颗粒],国家

复方丙谷胺西咪替丁,消化系统药物 [片剂],国家

复方雷尼替丁,消化系统药物 [胶囊],国家

布洛伪麻,解热镇痛及非甾体抗炎药物 [分散片],国家

复方氨酚那敏,解热镇痛及非甾体抗炎药物 [颗粒],国家

复方氨酚烷胺,解热镇痛及非甾体抗炎药物 [片剂],国家

复方锌布,解热镇痛及非甾体抗炎药物 [颗粒],国家

复方愈酚喷托那敏,解热镇痛及非甾体抗炎药物 [糖浆],国家

美愈伪麻,解热镇痛及非甾体抗炎药物 [口服液],国家

愈创维林那敏,解热镇痛及非甾体抗炎药物 [片剂],国家

愈美,解热镇痛及非甾体抗炎药物 [片剂],国家

复方颠茄铋镁,消化系统药物 [片剂],国家

碘解磷定,解毒药物 [注射剂],国家

贝美格,解毒药物 [注射剂],国家

甲硫氨酸维B1,解毒药物 [注射剂],国家

胆影葡胺,诊断用药物 [注射剂],国家

碘番酸,诊断用药物 [口服常释剂型],国家

复方泛影葡胺,诊断用药物 [注射剂],国家

钆特酸葡胺,诊断用药物 [注射剂],国家

白喉抗毒素,生物制品 [注射剂],国家

破伤风抗毒素,生物制品 [注射剂],国家

A型肉毒抗毒素,生物制品 [注射剂],国家

重组牛碱性成纤维细胞生长因子(融合蛋白),生物制品 [外用冻干制剂],国家

二乙基二硫代氨基甲酸钠,解毒药物 [注射剂],国家

纳美芬,解毒药物 [注射剂],国家

碘苯酯,诊断用药物 [注射剂],国家

碘他拉葡甲胺,诊断用药物 [注射剂],国家

钆喷酸葡胺,诊断用药物 [注射剂],国家

六氟化硫微泡,诊断用药物 [注射剂],国家

抗炭疽血清,生物制品 [注射剂],国家

肉毒抗毒素,生物制品 [注射剂],国家

治疗用A型肉毒毒素,生物制品 [注射剂],国家

复方木香小檗碱,消化系统药物 [片剂],国家

复方尿囊素,消化系统药物 [片剂],国家

复方溴丙胺太林铝镁,消化系统药物 [片剂],国家

海藻酸铝镁,消化系统药物 [颗粒],国家

铝镁颠茄,消化系统药物 [片剂],国家

鼠李铋镁,消化系统药物 [片剂],国家

维U颠茄铝镁Ⅱ,消化系统药物 [片剂],国家

硝呋太尔,专科特殊用药物 [阴道片],国家

丙氨瑞林,专科特殊用药物 [注射剂],国家

依沙吖啶,专科特殊用药物 [注射剂],国家

二巯丙磺钠,解毒药物 [注射剂],国家

复方消化酶,消化系统药物 [胶囊],国家

复合乳酸菌,消化系统药物 [胶囊],国家

龙胆碳酸氢钠,消化系统药物 [片剂],国家

神黄钠铝,消化系统药物 [胶囊],国家

维U颠茄铝Ⅱ,消化系统药物 [胶囊],国家

替硝唑,专科特殊用药物 [阴道泡腾片;栓剂],国家

硝呋太尔制霉菌素,专科特殊用药物 [栓剂;阴道软胶囊],国家

普罗雌烯,专科特殊用药物 [阴道胶囊;阴道片;阴道软胶囊],国家

二巯丙醇,解毒药物 [注射剂],国家

大黄通便颗粒（胶囊、片）,内科用药 ,国家

麻仁丸（胶囊）,内科用药 ,国家

牛黄解毒丸（胶囊、软胶囊、片）,内科用药 ,国家

清宁丸,内科用药 ,国家

清热解毒颗粒（胶囊、片）,内科用药 ,国家

穿心莲内酯滴丸,内科用药 ,国家

复方双花颗粒（片、口服液）,内科用药 ,国家

健儿清解液,内科用药 ,国家

抗病毒丸（颗粒、胶囊、片、口服液）,内科用药 ,国家

清热解毒注射液,内科用药 ,国家

新癀片,内科用药 ,国家

黄连上清丸（颗粒、胶囊、片）,内科用药 ,国家

牛黄清胃丸,内科用药 ,国家

上清丸（胶囊、片）,内科用药 ,国家

板蓝根片（口服液）,内科用药 ,国家

穿心莲丸,内科用药 ,国家

活血解毒丸,内科用药 ,国家

金莲花颗粒（胶囊、片）,内科用药 ,国家

莲必治注射液,内科用药 ,国家

清瘟解毒丸（片）,内科用药 ,国家

感冒疏风颗粒（胶囊、片）,内科用药 ,国家

九味羌活片,内科用药 ,国家

柴胡滴丸（口服液）,内科用药 ,国家

维C银翘颗粒（胶囊、片）,内科用药 ,国家

银翘解毒合剂（软胶囊、液）,内科用药 ,国家

小儿柴桂退热颗粒（口服液）,内科用药 ,国家

玉屏风胶囊,内科用药 ,国家

藿香正气颗粒（胶囊、软胶囊、片、口服液）,内科用药 ,国家

十滴水,内科用药 ,国家

六合定中丸,内科用药 ,国家

便通胶囊（片）,内科用药 ,国家

感冒清胶囊（片）,内科用药 ,国家

牛黄清感胶囊,内科用药 ,国家

小儿宝泰康颗粒,内科用药 ,国家

九味双解口服液,内科用药 ,国家

玉枢散,内科用药 ,国家

保济丸,内科用药 ,国家

甘露消毒丸,内科用药 ,国家

避瘟散,内科用药 ,国家

三黄胶囊（片）,内科用药 ,国家

新雪丸（颗粒、胶囊、片）,内科用药 ,国家

银蒲解毒片,内科用药 ,国家

肿节风颗粒（胶囊、片）,内科用药 ,国家

黛蛤散,内科用药 ,国家

乙肝清热解毒颗粒（胶囊、片）,内科用药 ,国家

肝泰舒胶囊,内科用药 ,国家

金黄利胆胶囊,内科用药 ,国家

小儿肠胃康颗粒,内科用药 ,国家

香连丸（胶囊、片）,内科用药 ,国家

六味香连胶囊,内科用药 ,国家

理中丸,内科用药 ,国家

粘膜溃疡散,内科用药 ,国家

银黄颗粒（胶囊、片）,内科用药 ,国家

护肝丸,内科用药 ,国家

茵栀黄颗粒（口服液）,内科用药 ,国家

桂芍镇痫片,内科用药 ,国家

舒胆胶囊（片）,内科用药 ,国家

乙肝宁颗粒（片）,内科用药 ,国家

枫蓼肠胃康颗粒（胶囊、片）,内科用药 ,国家

双苓止泻口服液,内科用药 ,国家

理中片,内科用药 ,国家

小儿腹泻贴,内科用药 ,国家

香砂养胃丸（颗粒、胶囊、片）,内科用药 ,国家

通宣理肺口服液,内科用药 ,国家

金荞麦胶囊（片）,内科用药 ,国家

蛇胆川贝散（胶囊）,内科用药 ,国家

枇杷止咳颗粒（胶囊）,内科用药 ,国家

清咳平喘颗粒,内科用药 ,国家

止嗽化痰颗粒（胶囊、丸）,内科用药 ,国家

枇杷叶膏,内科用药 ,国家

海珠喘息定片,内科用药 ,国家

小建中颗粒（胶囊、片）,内科用药 ,国家

参附注射液,内科用药 ,国家

镇咳宁糖浆（颗粒、胶囊、口服液）,内科用药 ,国家

利肺片,内科用药 ,国家

小儿消积止咳口服液,内科用药 ,国家

强力枇杷露（胶囊）,内科用药 ,国家

小儿咳喘灵颗粒,内科用药 ,国家

珠珀猴枣散,内科用药 ,国家

桂龙咳喘宁胶囊（片）,内科用药 ,国家

喘可治注射液,内科用药 ,国家

丹葶肺心颗粒,内科用药 ,国家

固本咳喘胶囊（片）,内科用药 ,国家

桂龙咳喘宁颗粒,内科用药 ,国家

止喘灵注射液,内科用药 ,国家

安脑丸（片）,内科用药 ,国家

醒脑静注射液,内科用药 ,国家

补中益气丸（颗粒）,内科用药 ,国家

补中益气合剂（片、口服液）,内科用药 ,国家

四君子丸（颗粒）,内科用药 ,国家

补脾益肠丸,内科用药 ,国家

复方川贝精胶囊（片）,内科用药 ,国家

固肾定喘丸,内科用药 ,国家

咳喘宁合剂（颗粒、胶囊、片、口服液）,内科用药 ,国家

安宫牛黄丸,内科用药 ,国家

速效牛黄丸,内科用药 ,国家

固本益肠胶囊（片）,内科用药 ,国家

参苓白术丸（散、颗粒）,内科用药 ,国家

黄芪颗粒（片）,内科用药 ,国家

香砂六君丸,内科用药 ,国家

利舒康胶囊,内科用药 ,国家

芪胶升白胶囊,内科用药 ,国家

人参养荣丸,内科用药 ,国家

津力达颗粒,内科用药 ,国家

天麦消渴片,内科用药 ,国家

心通颗粒（口服液）,内科用药 ,国家

振源胶囊（片）,内科用药 ,国家

刺五加脑灵液,内科用药 ,国家

枣仁安神颗粒（胶囊）,内科用药 ,国家

补脑安神胶囊（片）,内科用药 ,国家

致康胶囊,内科用药 ,国家

强肝丸（颗粒、胶囊、片）,内科用药 ,国家

养心定悸颗粒（胶囊）,内科用药 ,国家

芪蛭降糖胶囊（片）,内科用药 ,国家

天芪降糖胶囊,内科用药 ,国家

养心生脉颗粒,内科用药 ,国家

参麦注射液,内科用药 ,国家

益心宁神片,内科用药 ,国家

活力苏口服液,内科用药 ,国家

十灰丸（散）,内科用药 ,国家

健脾生血颗粒（片）,内科用药 ,国家

健脾止泻宁颗粒,内科用药 ,国家

胃复春胶囊（片）,内科用药 ,国家

四物膏（颗粒、胶囊、片）,内科用药 ,国家

养阴生血合剂,内科用药 ,国家

麦味地黄丸（胶囊、片）,内科用药 ,国家

左归丸,内科用药 ,国家

滋心阴颗粒（胶囊、口服液）,内科用药 ,国家

消渴康颗粒,内科用药 ,国家

桂附地黄丸（颗粒、胶囊、片）,内科用药 ,国家

心脑欣丸（胶囊、片）,内科用药 ,国家

启脾丸（口服液）,内科用药 ,国家

养胃颗粒（片）,内科用药 ,国家

小儿生血糖浆,内科用药 ,国家

知柏地黄丸,内科用药 ,国家

知柏地黄颗粒（胶囊、片）,内科用药 ,国家

补肺活血胶囊,内科用药 ,国家

乙肝养阴活血颗粒,内科用药 ,国家

金匮肾气丸（片）,内科用药 ,国家

复方苁蓉益智胶囊,内科用药 ,国家

通心络胶囊（片）,内科用药 ,国家

参芍胶囊（片）,内科用药 ,国家

脉络通颗粒（胶囊、片）,内科用药 ,国家

芪参益气滴丸,内科用药 ,国家

愈心痛胶囊,内科用药 ,国家

速效救心丸,内科用药 ,国家

冠心丹参颗粒（胶囊、片、滴丸）,内科用药 ,国家

脑得生丸（颗粒、胶囊、片）,内科用药 ,国家

脉络宁注射液,内科用药 ,国家

丹鹿通督片,内科用药 ,国家

正心泰颗粒（胶囊、片）,内科用药 ,国家

复方地龙胶囊（片）,内科用药 ,国家

木丹颗粒,内科用药 ,国家

益心舒丸（颗粒、胶囊、片）,内科用药 ,国家

地奥心血康胶囊,内科用药 ,国家

血府逐瘀丸（胶囊、片）,内科用药 ,国家

冠心舒通胶囊,内科用药 ,国家

丹参舒心胶囊,内科用药 ,国家

通塞脉颗粒（胶囊、片）,内科用药 ,国家

黄根片,内科用药 ,国家

红花逍遥颗粒（胶囊、片）,内科用药 ,国家

九味肝泰胶囊,内科用药 ,国家

舒肝解郁胶囊,内科用药 ,国家

逍遥胶囊（片）,内科用药 ,国家

肝达康颗粒（胶囊、片）,内科用药 ,国家

快胃片,内科用药 ,国家

木香顺气丸（颗粒）,内科用药 ,国家

胃康胶囊,内科用药 ,国家

胃力康颗粒,内科用药 ,国家

枳术宽中胶囊,内科用药 ,国家

王氏保赤丸,内科用药 ,国家

平肝舒络丸,内科用药 ,国家

舒肝丸（散、颗粒、片）,内科用药 ,国家

气滞胃痛颗粒（胶囊、片）,内科用药 ,国家

加味左金丸,内科用药 ,国家

摩罗丹,内科用药 ,国家

舒肝止痛丸,内科用药 ,国家

胃康灵丸（颗粒、胶囊、片）,内科用药 ,国家

小儿香橘丸,内科用药 ,国家

化积口服液,内科用药 ,国家

保利尔胶囊,内科用药 ,国家

葛兰心宁软胶囊,内科用药 ,国家

脑心清胶囊（片）,内科用药 ,国家

注射用丹参多酚酸盐,内科用药 ,国家

三七皂苷注射制剂,内科用药 ,国家

脉血康胶囊（片）,内科用药 ,国家

心脑舒通胶囊（片）,内科用药 ,国家

鳖甲煎丸,内科用药 ,国家

脑血康丸（颗粒、胶囊、片、滴丸、口服液）,内科用药 ,国家

丹蒌片,内科用药 ,国家

丹栀逍遥胶囊（片）,内科用药 ,国家

宽胸气雾剂,内科用药 ,国家

速效心痛滴丸,内科用药 ,国家

灯盏花素片,内科用药 ,国家

灯盏生脉胶囊,内科用药 ,国家

疏血通注射液,内科用药 ,国家

逐瘀通脉胶囊,内科用药 ,国家

活血通脉胶囊（片）,内科用药 ,国家

消瘀康胶囊（片）,内科用药 ,国家

滇白珠糖浆,内科用药 ,国家

越鞠保和丸,内科用药 ,国家

枳实导滞丸,内科用药 ,国家

活络丸,内科用药 ,国家

通天口服液,内科用药 ,国家

丹珍头痛胶囊,内科用药 ,国家

珍菊降压片,内科用药 ,国家

脑立清丸（胶囊、片）,内科用药 ,国家

二十味沉香丸,内科用药 ,国家

麝香海马追风膏,内科用药 ,国家

中风回春丸（颗粒、胶囊、片）,内科用药 ,国家

祖师麻注射液,内科用药 ,国家

都梁软胶囊（滴丸）,内科用药 ,国家

秦归活络口服液,内科用药 ,国家

松龄血脉康胶囊,内科用药 ,国家

清肝降压胶囊,内科用药 ,国家

壮骨关节胶囊,内科用药 ,国家

头痛宁胶囊,内科用药 ,国家

骨龙胶囊,内科用药 ,国家

天和追风膏,内科用药 ,国家

祖师麻膏药,内科用药 ,国家

追风透骨丸（胶囊、片）,内科用药 ,国家

附桂骨痛颗粒（胶囊、片）,内科用药 ,国家

武力拔寒散,内科用药 ,国家

四妙丸,内科用药 ,国家

风湿马钱片,内科用药 ,国家

金骨莲胶囊（片）,内科用药 ,国家

正清风痛宁注射液,内科用药 ,国家

肾炎四味丸（颗粒）,内科用药 ,国家

肾炎舒颗粒（胶囊、片）,内科用药 ,国家

三金胶囊（片）,内科用药 ,国家

导赤丸,内科用药 ,国家

复方雪莲胶囊,内科用药 ,国家

二妙丸,内科用药 ,国家

雷公藤口服制剂,内科用药 ,国家

加味天麻胶囊,内科用药 ,国家

通络骨质宁膏,内科用药 ,国家

盘龙七片,内科用药 ,国家

瘀血痹颗粒（胶囊、片）,内科用药 ,国家

肾炎消肿片,内科用药 ,国家

八正颗粒（胶囊、片）,内科用药 ,国家

复方石淋通胶囊（片）,内科用药 ,国家

泌淋颗粒（胶囊）,内科用药 ,国家

尿感宁颗粒,内科用药 ,国家

前列倍喜胶囊,内科用药 ,国家

肾舒颗粒,内科用药 ,国家

尿塞通胶囊（片）,内科用药 ,国家

风湿液,内科用药 ,国家

天麻壮骨丸,内科用药 ,国家

血脂康胶囊,内科用药 ,国家

降脂灵颗粒（胶囊、片）,内科用药 ,国家

绞股蓝总苷[甙]颗粒(胶囊、片）,内科用药 ,国家

泌淋清胶囊,内科用药 ,国家

前列安栓,内科用药 ,国家

前列平胶囊,内科用药 ,国家

野菊花栓,内科用药 ,国家

泽桂癃爽胶囊（片）,内科用药 ,国家

普乐安胶囊（片）,内科用药 ,国家

通痹胶囊（片）,内科用药 ,国家

化滞柔肝颗粒,内科用药 ,国家

降脂通脉胶囊,内科用药 ,国家

血滞通胶囊,内科用药 ,国家

消炎利胆颗粒（胶囊、片）,外科用药 ,国家

胆舒胶囊（片）,外科用药 ,国家

金胆片,外科用药 ,国家

季德胜蛇药片,外科用药 ,国家

拔毒生肌散,外科用药 ,国家

虎黄烧伤搽剂,外科用药 ,国家

九一散,外科用药 ,国家

龙珠软膏,外科用药 ,国家

生肌玉红膏,外科用药 ,国家

外用紫金锭,外科用药 ,国家

胆石利通胶囊（片）,外科用药 ,国家

复方胆通胶囊（片）,外科用药 ,国家

利胆排石散（颗粒）,外科用药 ,国家

锡类散,外科用药 ,国家

蟾酥锭,外科用药 ,国家

解毒生肌膏,外科用药 ,国家

连柏烧伤膏,外科用药 ,国家

三黄膏,外科用药 ,国家

烫疮油,外科用药 ,国家

调经活血胶囊（片）,妇科用药 ,国家

坤复康胶囊（片）,妇科用药 ,国家

白带丸,妇科用药 ,国家

盆炎净颗粒（胶囊、片）,妇科用药 ,国家

宫颈炎康栓,妇科用药 ,国家

艾附暖宫丸,妇科用药 ,国家

蹄甲多肽, [口服常释剂型],北京

酞丁安, [软膏剂],北京

复方电解质葡萄糖MG3, [注射剂],北京

氨溶液, [外用液体剂],北京

冻疮膏, [软膏剂],北京

宫血宁胶囊,妇科用药 ,国家

康妇炎胶囊,妇科用药 ,国家

保妇康栓,妇科用药 ,国家

康妇消炎栓,妇科用药 ,国家

氢化可的松新霉素, [滴耳剂],北京

酞丁安, [外用液体剂],北京

复方乳酸钠山梨醇, [注射剂],北京

复方新霉素, [软膏剂],北京

氨碘肽, [滴眼剂],北京

痔血丸,外科用药 ,国家

创灼膏,外科用药 ,国家

痔疮胶囊（片）,外科用药 ,国家

尿石通丸,外科用药 ,国家

代温灸膏,外科用药 ,国家

西黄丸（胶囊）,外科用药 ,国家

华蟾素注射液,肿瘤用药 ,国家

康莱特软胶囊,肿瘤用药 ,国家

参丹散结胶囊,肿瘤用药 ,国家

猪苓多糖注射液,肿瘤用药 ,国家

丹莪妇康煎膏,妇科用药 ,国家

消痔软膏（栓）,外科用药 ,国家

痔疮栓,外科用药 ,国家

肾石通丸（颗粒、片）,外科用药 ,国家

复方夏枯草膏,外科用药 ,国家

阳和解凝膏,外科用药 ,国家

肝复乐胶囊（片）,肿瘤用药 ,国家

安康欣胶囊,肿瘤用药 ,国家

贞芪扶正颗粒（胶囊、片）,肿瘤用药 ,国家

益母草（含鲜益母草）膏（颗粒、胶囊、片）,妇科用药 ,国家

氟比洛芬, [巴布膏剂],北京

戊酸雌二醇/雌二醇环丙孕酮, [口服常释剂型],北京

依替膦酸二钠, [口服常释剂型],北京

碘甘油, [外用液体剂],北京

复方氯己定, [外用液体剂],北京

奥美沙坦酯, [口服常释剂型],北京

甘磷酰芥, [口服常释剂型],北京

核糖核酸[Ⅰ、Ⅱ、Ⅲ], [注射剂],北京

培氟沙星, [注射剂],北京

麦迪霉素, [口服常释剂型],北京

多烯酸乙酯, [口服常释剂型],北京

铜绿假单胞菌, [注射剂],北京

氯雷伪麻, [缓释控释剂型],北京

聚维酮碘, [外用液体剂],北京

氯己定, [外用散剂],北京

维生素E烟酸酯, [口服常释剂型],北京

去甲斑蝥素, [口服常释剂型],北京

尿嘧啶替加氟, [口服常释剂型],北京

对氨基水杨酸异烟肼, [口服常释剂型],北京

阿糖腺苷, [注射剂],北京

麝香壮骨膏, ,北京

麻姜胶囊, ,北京

健骨生丸, ,北京

滴通鼻炎水, ,北京

清心明目上清丸, ,北京

伤湿祛痛膏, ,北京

北豆根片, ,北京

鸡骨草胶囊, ,北京

熊胆胶囊, ,北京

灭澳灵片, ,北京

感冒灵片, ,北京

蛲虫药膏, ,北京

明目羊肝丸, ,北京

马应龙八宝眼粉, ,北京

回生第一丹[指散剂], ,北京

甘露解热口服液, ,北京

黄栀花口服液, ,北京

加味香连丸, ,北京

肝炎灵注射剂, ,北京

清胃黄连丸, ,北京

氨力农, [注射剂],北京

丙戊酰胺, [口服常释剂型],北京

曲吡那敏, [口服常释剂型],北京

生肌散, ,北京

通经甘露丸, ,北京

调经丸, ,北京

复方枣仁胶囊, ,北京

渴乐宁胶囊, ,北京

金薯叶止血合剂, ,北京

四消丸, ,北京

金不换膏, ,北京

一叶萩碱, [注射剂],北京

复方芦丁, [口服常释剂型],北京

宫炎康颗粒, ,北京

复方益母草膏, ,北京

活胃散, ,北京

四红丹, ,北京

心神宁片, ,北京

舒肝和胃丸, ,北京

沉香舒气丸, ,北京

小儿感冒宁糖浆, ,北京

至圣保元丸, ,北京

牛黄清热散, ,北京

猴菇片(猴菇菌片), ,北京

人参保肺丸, ,北京

幼泻宁颗粒, ,北京

莫西沙星, [口服常释剂型],北京

罗格列酮, [口服常释剂型],北京

复方异丙托溴铵（异丙托溴铵沙丁胺醇）, [吸入剂],北京

地衣芽胞杆菌活菌制剂, [口服常释剂型],北京

双歧杆菌活菌制剂, [口服常释剂型],北京

康氏牛黄解毒丸(片), ,北京

滋阴润肠口服液, ,北京

归芍地黄丸, ,北京

竹沥合剂(鲜竹沥), ,北京

藏青果颗粒, ,北京

莫西沙星, [注射剂],北京

多索茶碱, [口服常释剂型],北京

甘草酸二铵, [注射剂],北京

枯草杆菌、肠球菌二联活菌, [口服常释剂型],北京

双歧三联活菌, [口服散剂],北京

厄贝沙坦, [口服常释剂型],北京

坎地沙坦, [口服常释剂型],北京

卡泊三醇, [软膏剂],北京

阿托伐他汀, [口服常释剂型],北京

洛伐他汀, [口服常释剂型],北京

丹红注射剂, ,北京

脉络通颗粒(片、胶囊), ,北京

参莲胶囊, ,北京

复方红豆杉胶囊, ,北京

榄香烯口服液体剂, ,北京

厄贝沙坦, [缓释控释剂型],北京

琥珀酰明胶, [注射剂],北京

冻干人凝血酶原复合物, [注射剂],北京

氟伐他汀, [口服常释剂型],北京

辛伐他汀, [滴丸剂],北京

黄根片, ,北京

五福化毒丸, ,北京

得力生注射剂, ,北京

肝复乐片（胶囊）, ,北京

复方氯己定, [贴剂],北京

氯己定, [外用液体剂],北京

复合辅酶, [注射剂],北京

非索非那定, [口服常释剂型],北京

胸腺五肽, [注射剂],北京

甲苯磺丁脲, [口服常释剂型],北京

抗肿瘤免疫核糖核酸, [注射剂],北京

靛玉红, [口服常释剂型],北京

酚氨咖敏, [颗粒剂],北京

汉防己甲素, [口服常释剂型],北京

美辛唑酮, [栓剂],北京

桉柠蒎, [口服常释剂型],北京

头孢尼西, [注射剂],北京

核酪, [注射剂],北京

聚肌胞, [注射剂],北京

核酪, [口服液体剂],北京

阿克拉霉素, [注射剂],北京

醋酸甲羟孕酮复合胶囊, [口服常释剂型],北京

复方氨基比林(复方氨林巴比妥), [注射剂],北京

复方次没食子酸铋, [栓剂],北京

双肼屈嗪, [口服常释剂型],北京

藻酸双酯钠, [口服常释剂型],北京

复方肝浸膏, [口服常释剂型],北京

胃蛋白酶, [口服液体剂],北京

烧伤止痛药膏, ,北京

清眩丸(片), ,北京

化痔栓, ,北京

荣心丸, ,北京

治伤胶囊, ,北京

根痛平片(颗粒), ,北京

珍珠生肌散, ,北京

洋地黄毒苷, [口服常释剂型],北京

三唑仑, [口服常释剂型],北京

健步强身丸, ,北京

醒消丸, ,北京

偏瘫复原丸, ,北京

散结灵胶囊, ,北京

降糖舒胶囊, ,北京

跌打镇痛膏, ,北京

紫花烧伤膏, ,北京

鸦胆子油口服乳液（软胶囊）, ,北京

健脾益肾颗粒, ,北京

宁心宝胶囊, ,北京

益血生胶囊, ,北京

猪苓多糖注射剂, ,北京

转移因子, [注射剂],北京

吡嘧司特钾, [滴眼剂],北京

水杨酸苯酚, [贴剂],北京

玻璃酸酶, [注射剂],北京

磺达肝癸钠, [注射剂],北京

脱氧核苷酸, [注射剂],北京

安多霖胶囊, ,北京

螺旋藻胶囊(片), ,北京

贞芪扶正胶囊(颗粒、片), ,北京

复方樟柳碱, [注射剂],北京

利多卡因氯化钠, [注射剂],北京

丁香罗勒油, [软膏剂],北京

小檗胺, [口服常释剂型],北京

双氯非那胺, [口服常释剂型],北京

厄他培南, [注射剂],北京

重楼解毒酊, ,北京

活血消炎丸, ,北京

复方续断接骨丸, ,北京

喉症丸, ,北京

退热清咽颗粒, ,北京

感冒退热颗粒, ,北京

抗感灵片, ,北京

锁阳固精丸, ,北京

牛黄清宫丸, ,北京

牛黄清心丸(片), ,北京

热炎宁颗粒, ,北京

熊胆丸, ,北京

伤湿止痛膏, ,北京

儿童清咽解热口服液, ,北京

藿香祛暑软胶囊, ,北京

柴黄清热颗粒, ,北京

功劳去火片, ,北京

泻痢固肠丸(片), ,北京

牛黄宁宫片, ,北京

儿童清肺口服液, ,北京

儿童咳液, ,北京

双丹明目胶囊, ,北京

参贝咳喘丸, ,北京

止嗽定喘丸(口服液), ,北京

白消安, [注射剂],北京

桂哌齐特, [注射剂],北京

扎鲁司特, [口服常释剂型],北京

双歧三联活菌, [口服常释剂型],北京

辅酶A, [注射剂],北京

前列地尔, [注射剂],北京

米非司酮, [口服常释剂型],北京

除痰止嗽丸, ,北京

京制咳嗽痰喘丸, ,北京

芬太尼, [贴剂],北京

法舒地尔, [注射剂],北京

多索茶碱, [注射剂],北京

多潘立酮, [栓剂],北京

氯沙坦钾, [口服常释剂型],北京

三磷酸腺苷, [注射剂],北京

羟乙基淀粉, [注射剂],北京

重组人红细胞生成素（重组人促红素）, [注射剂],北京

[重组]人粒细胞巨噬细胞集落刺激因子, [注射剂],北京

稳心颗粒(胶囊、片）, ,北京

参芪十一味颗粒（胶囊）、十一味参芪片, ,北京

艾迪注射剂, ,北京

复方斑蝥胶囊, ,北京

百令胶囊（片）, ,北京

至灵胶囊, ,北京

萘甲唑啉, [滴鼻剂],北京

碘酊, [酊剂],北京

复方阿米洛利, [口服常释剂型],北京

瑞舒伐他汀, [口服常释剂型],北京

醒脑静注射剂, ,北京

复方阿胶浆, ,北京

