Hos_Name,Hos_City,Hos_Grade,Hos_Speciality 
沧州新生医院,河北省-沧州市,二级甲等,
沧州市和平医院,河北省-沧州市,二级甲等,
沧州市心血管病研究所,河北省-沧州市,二级甲等,
黄骅市妇幼保健站,河北省-沧州市,二级甲等,
华北石油管理局井下作业公司医院,河北省-沧州市,二级甲等,
青县医院,河北省-沧州市,二级甲等,
南大港农场医院,河北省-沧州市,二级乙等,
沧州中捷医院,河北省-沧州市,二级乙等,
泊头市第二医院,河北省-沧州市,二级乙等,
华北油田采三医院,河北省-沧州市,一级甲等,
华北石油机关医院,河北省-沧州市,一级甲等,
海兴县城关医院,河北省-沧州市,一级甲等,
肃宁县交通事故医院,河北省-沧州市,一级甲等,
华北石油管理局采一医院,河北省-沧州市,一级甲等,
肃宁县肿瘤医院,河北省-沧州市,一级甲等,
肃宁交通创伤医院,河北省-沧州市,一级甲等,
肃宁县妇幼保健站,河北省-沧州市,一级甲等,
献县妇幼保健站,河北省-沧州市,一级甲等,
东光县中医院,河北省-沧州市,一级甲等,
盐山县寿甫中医院,河北省-沧州市,一级甲等,
青县妇幼保健站,河北省-沧州市,一级甲等,
南皮康平肿瘤医院,河北省-沧州市,一级甲等,
沧县精神病院,河北省-沧州市,一级甲等,
南皮县妇幼保健院,河北省-沧州市,一级甲等,
青县中医院,河北省-沧州市,一级甲等,
河间市人民医院,河北省-沧州市,一级甲等,
肃宁县心脑血管病医院,河北省-沧州市,一级甲等,
孟村回族自治县医院,河北省-沧州市,一级甲等,
华北石油水电医院,河北省-沧州市,一级甲等,
任丘市妇幼保健院,河北省-沧州市,一级甲等,
华北石油管理局第二油田建设工程公司医院,河北省-沧州市,,
任丘市友谊医院,河北省-沧州市,,
国营中捷农场职工医院,河北省-沧州市,,
华北石油管理局第三钻井工程公司医院,河北省-沧州市,,
河北省南大港农场医院,河北省-沧州市,,
华北石油管理局第一钻井工程公司医院,河北省-沧州市,,
泊头市妇幼保健院,河北省-沧州市,,
华北石油管理局第二采油厂医院,河北省-沧州市,,
沧县精神病医院,河北省-沧州市,,
沧州市运河区眼科医院沧州市津沧眼科医院,河北省-沧州市,,
沧州市中捷友好医院,河北省-沧州市,,
沧州铁路医院,河北省-沧州市,,
沧县医院,河北省-沧州市,,
沧州市大化集团有限责任公司职工医院,河北省-沧州市,,
沧州和平医院,河北省-沧州市,,
黄骅市骨科医院,河北省-沧州市,,
吴桥县妇幼保健站,河北省-沧州市,,
沧州监狱新生医院,河北省-沧州市,,
河间市中医院,河北省-沧州市,,
黄骅市妇幼保健院,河北省-沧州市,,
东光县妇幼保健院,河北省-沧州市,,
中国化学工程第十三化建职工医院,河北省-沧州市,,
盐山县中医院,河北省-沧州市,,
中国糖尿病中西医结合医疗中心,河北省-沧州市,,
沧州市中西医结合医院沧州市骨科医院,河北省-沧州市,,
献县中医院,河北省-沧州市,,
华北石油管理局第二医院,河北省-沧州市,,
沧州市郊区人民医院,河北省-沧州市,,
黄骅市中医院,河北省-沧州市,,
天津第一中心医院黄骅中西医结合医院,河北省-沧州市,,
南皮县中医院,河北省-沧州市,,
任丘市中医院,河北省-沧州市,,
华北石油管理局第一油田建设工程公司医院,河北省-沧州市,,
华北石油管理局第四钻井工程公司医院,河北省-沧州市,,
河北省肃宁冯氏骨伤科医院,河北省-沧州市,,
沧州眼科医院,河北省-沧州市,,
黄骅市安定医院,河北省-沧州市,,
肃宁县城关医院,河北省-沧州市,,
中国化学工程第十三建设公司医院,河北省-沧州市,,
张家口医学院第一附属医院,河北省-张家口市,三级甲等,
中国人民解放军第二五一医院（251医院）,河北省-张家口市,三级甲等,
涿鹿县医院,河北省-张家口市,二级甲等,
张家口市中医研究院附属医院,河北省-张家口市,二级甲等,
尚义县医院,河北省-张家口市,二级甲等,
张家口市宣化区医院,河北省-张家口市,二级甲等,
蔚县中医院（蔚县第二人民医院）,河北省-张家口市,二级甲等,
宣化县人民医院,河北省-张家口市,二级甲等,
怀来县中医医院,河北省-张家口市,二级甲等,
张家口市下花园区医院,河北省-张家口市,二级甲等,
张家口医学院第二附属医院,河北省-张家口市,二级甲等,
河北北方学院附属第二医院,河北省-张家口市,二级甲等,
河北北方学院附属第三医院（张家口市医学院第三附属医院）,河北省-张家口市,二级甲等,
张家口市第二医院,河北省-张家口市,二级甲等,
张家口市第一医院,河北省-张家口市,二级甲等,
万全县中医院,河北省-张家口市,二级甲等,
张家口市老虎头煤矿职工医院,河北省-张家口市,二级甲等,
崇礼县人民医院,河北省-张家口市,二级甲等,
张北县医院,河北省-张家口市,二级甲等,
怀来县医院,河北省-张家口市,二级甲等,
张家口市口腔病医院,河北省-张家口市,二级甲等,
张家口市第六医院,河北省-张家口市,二级甲等,
宣化钢铁公司职工医院,河北省-张家口市,二级甲等,
怀来县县医院,河北省-张家口市,二级甲等,
宣化龙烟矿山职工医院,河北省-张家口市,二级甲等,
怀来县中医院,河北省-张家口市,二级甲等,
康保县中医医院,河北省-张家口市,二级乙等,
张家口煤矿机械有限公司医院,河北省-张家口市,二级乙等,
赤城县第一人民医院,河北省-张家口市,二级乙等,
涿鹿县中医院,河北省-张家口市,二级乙等,
沽源县人民医院,河北省-张家口市,二级乙等,
沽源县医院,河北省-张家口市,二级甲等,
蔚县人民医院,河北省-张家口市,二级甲等,
崇礼县医院,河北省-张家口市,二级甲等,
张家口市沙岭子精神病院,河北省-张家口市,二级甲等,
下花园煤矿医院,河北省-张家口市,二级乙等,
张家口市下花园煤矿医院,河北省-张家口市,二级乙等,
张家口市第五医院,河北省-张家口市,二级乙等,
阳原县人民医院,河北省-张家口市,二级乙等,
阳原县中医院,河北省-张家口市,二级乙等,
万全县医院,河北省-张家口市,二级丙等,
康保县人民医院,河北省-张家口市,二级丙等,
张家口市老年病医院张家口市商业职工医院,河北省-张家口市,一级甲等,
张家口下花园发电厂职工医院,河北省-张家口市,一级甲等,
张家口市桥西区人民医院,河北省-张家口市,一级乙等,
宣化商业局职工医院,河北省-张家口市,,
崇礼县妇幼保健院,河北省-张家口市,,
张家口发电厂职工医院,河北省-张家口市,,
怀安县中医院,河北省-张家口市,,
张家口市交通医院,河北省-张家口市,,
张家口市第四医院,河北省-张家口市,,
怀安县医院,河北省-张家口市,二级丙等,
宣化化肥集团有限公司职工医院,河北省-张家口市,一级甲等,
赤城县第二人民医院,河北省-张家口市,一级甲等,
张家口市建国医院,河北省-张家口市,,
宣化县中医院,河北省-张家口市,,
张家口市第五医院张家口市肿瘤医院,河北省-张家口市,,
怀来县妇幼保健院,河北省-张家口市,,
张家口市轻工业局职工医院,河北省-张家口市,,
张家口市第五人民医院,河北省-张家口市,,
张家口博爱医院,河北省-张家口市,,
崇礼县中医院,河北省-张家口市,,
张北县妇幼保健站,河北省-张家口市,,
宣化交通局职工医院,河北省-张家口市,,
国营察北牧场职工医院,河北省-张家口市,,
赤城县中医院,河北省-张家口市,,
张家口市商业职工医院,河北省-张家口市,,
蔚县煤矿职工医院,河北省-张家口市,,
张家口市轻工业局医院,河北省-张家口市,,
张家口市肺科医院,河北省-张家口市,,
宣化县妇幼保健站,河北省-张家口市,,
张家口市宣化区中医院,河北省-张家口市,,
张家口铁路医院,河北省-张家口市,,
沽源县妇幼保健院,河北省-张家口市,,
怀安县妇幼保健院,河北省-张家口市,,
张家口市妇幼保健院张家口市第三医院,河北省-张家口市,,
张家口市博爱医院,河北省-张家口市,,
怀来县妇幼保健所,河北省-张家口市,,
张家口市建设职工医院,河北省-张家口市,,
崇礼县妇幼保健站,河北省-张家口市,,
张北县中医院,河北省-张家口市,,
尚义县中医院,河北省-张家口市,,
张家口创伤医院,河北省-张家口市,,
张家口市桥西区妇幼保健院,河北省-张家口市,,
中国人民解放军四七二医院,河北省-张家口市,,
张家口市第四医院张家口市眼科医院,河北省-张家口市,,
赤城县妇幼保健站,河北省-张家口市,,
中国人民解放军51052部队医院,河北省-张家口市,,
尚义县妇幼保健院,河北省-张家口市,,
张家口市中医院,河北省-张家口市,,
下花园区医院,河北省-张家口市,,
地矿部张家口探矿机械厂医院,河北省-张家口市,,
张家口市沙岭子医院,河北省-张家口市,,
沽源县中医院,河北省-张家口市,,
张家口市宣化区眼科医院,河北省-张家口市,,
张家口市（官厅）肺科医院（张家口地区官厅结核病院）,河北省-张家口市,,
康保县中医院,河北省-张家口市,,
万全县妇幼保健院,河北省-张家口市,,
北京铁路分局张家口铁路医院,河北省-张家口市,,
张家口市传染病医院,河北省-张家口市,,
张家口市宣化区妇幼保健站,河北省-张家口市,,
张家口市桥东区医院,河北省-张家口市,,
宣化钢铁公司龙烟医院,河北省-张家口市,,
涿鹿县妇幼保健院,河北省-张家口市,,
承德市中心医院（承德医学院第二附属医院）,河北省-承德市,三级甲等,普外科、心胸外科、消化内科、心血管内科、肿瘤科、红十字承德市急救中心、骨一病区、骨二病区、神经外科、神经内科、内分泌科
中国人民解放军第二六六医院,河北省-承德市,三级甲等,
隆化县中医院,河北省-承德市,二级甲等,
承德市中医院,河北省-承德市,二级甲等,
承德市第五医院,河北省-承德市,二级甲等,
平泉县医院,河北省-承德市,二级甲等,
宽城县中医院,河北省-承德市,二级甲等,
张家口市口腔医院,河北省-张家口市,,
赤城县医院,河北省-张家口市,,
承德医学院附属医院（承德附院）,河北省-承德市,三级甲等,
承德市医院,河北省-承德市,三级甲等,
承德市妇幼保健院,河北省-承德市,二级甲等,
滦平县医院,河北省-承德市,二级甲等,
兴隆县人民医院,河北省-承德市,二级甲等,
承德县医院,河北省-承德市,二级甲等,
承德市双桥区中西结合医院,河北省-承德市,二级甲等,
丰宁县医院,河北省-承德市,二级甲等,
承德北方医院,河北省-承德市,二级甲等,
宽城满族自治县中医院,河北省-承德市,二级甲等,
铜城人民医院,河北省-承德市,二级甲等,
承德市精神病防治中心,河北省-承德市,二级甲等,
承德市双滦区人民医院,河北省-承德市,二级甲等,
承德市中医院承德医学院附属中医院,河北省-承德市,二级甲等,
平泉县中医院,河北省-承德市,二级甲等,
滦平县妇幼保健院,河北省-承德市,二级甲等,
宽城县医院,河北省-承德市,二级甲等,
承德钢铁集团有限公司总医院,河北省-承德市,二级甲等,
平泉县第二医院,河北省-承德市,二级甲等,
承德市荣复军人医院,河北省-承德市,二级甲等,
围场县医院,河北省-承德市,二级甲等,
丰宁县中医院,河北省-承德市,二级甲等,
承德市第二康复医院,河北省-承德市,二级甲等,
兴隆县中医院,河北省-承德市,二级甲等,
滦平县中医院,河北省-承德市,二级甲等,
丰宁县县医院,河北省-承德市,二级甲等,
承德市双滦区妇幼保健站,河北省-承德市,二级甲等,
承德市鹰手营子矿区医院,河北省-承德市,二级甲等,
承德市双桥区妇幼保健院,河北省-承德市,二级甲等,
承德康复医院,河北省-承德市,二级甲等,
营兴人民医院,河北省-承德市,二级甲等,
隆化县眼科研究所,河北省-承德市,二级甲等,
承德县中医院,河北省-承德市,二级甲等,
承德市双桥区医院,河北省-承德市,二级乙等,
隆化县妇幼保健院,河北省-承德市,一级甲等,
兴隆县妇幼保健院,河北省-承德市,一级甲等,
平泉县肛肠专科医院,河北省-承德市,一级甲等,
平泉县西坝创伤骨科医院,河北省-承德市,一级甲等,
承德骨伤病医院,河北省-承德市,二级甲等,
承德市双滦区精神病院,河北省-承德市,二级甲等,
隆化县医院,河北省-承德市,二级甲等,
宽城满族自治县医院,河北省-承德市,二级甲等,
承德市双桥区人民医院,河北省-承德市,二级乙等,
隆化县第二医院,河北省-承德市,一级甲等,
平泉县木器厂职工医院,河北省-承德市,一级甲等,
平泉县精神病防治院,河北省-承德市,一级甲等,
隆化县康复医院,河北省-承德市,一级甲等,
河北省御道口牧场医院,河北省-承德市,一级甲等,
丰宁县第二人民医院,河北省-承德市,一级甲等,
承德市肛肠医院,河北省-承德市,一级丙等,
承德市口腔医院,河北省-承德市,,
兴隆县妇幼保健站,河北省-承德市,,
围场县妇幼保健站,河北省-承德市,,
承德市铁路医院,河北省-承德市,,
承德市妇幼保健院承德市第二医院,河北省-承德市,,
御道口牧场医院,河北省-承德市,,
丰宁县妇幼保健站,河北省-承德市,,
承德市交通康定医院,河北省-承德市,,
丰宁县妇幼保健院,河北省-承德市,一级甲等,
承德铁路医院,河北省-承德市,,
兴隆矿务局煤矿职工医院,河北省-承德市,,
丰宁县第二医院,河北省-承德市,,
承德市中心医院承德医学院第二附属医院,河北省-承德市,,
承德市交通局康定医院,河北省-承德市,,
河北省兴隆矿务局煤矿职工医院,河北省-承德市,,
滦平县妇幼保健院滦平县第二医院,河北省-承德市,,
平泉县第二医院平泉县肛肠专科医院,河北省-承德市,,
承德市双滦区医院,河北省-承德市,,
兴隆矿务局总医院,河北省-承德市,,
承德市双桥区妇幼保健所,河北省-承德市,,
河北中国人民解放军第二六六医院,河北省-承德市,,
承德县妇幼保健站,河北省-承德市,,
寿王坟铜矿职工医院,河北省-承德市,,
河北省寿王坟铜矿职工医院,河北省-承德市,,
廊坊市人民医院,河北省-廊坊市,三级甲等,
石油部天然气集团公司中心医院,河北省-廊坊市,三级甲等,
香河县中医院,河北省-廊坊市,二级甲等,
华北石油廊坊矿区第一医院,河北省-廊坊市,二级甲等,
承德钢铁集团有限公司职工医院,河北省-承德市,,
隆化县第二医院隆化县心脑血管专科医院,河北省-承德市,,
围场县中医院,河北省-承德市,,
平泉县妇幼保健院,河北省-承德市,,
围场县妇幼保健院,河北省-承德市,,
承德市肿瘤医院,河北省-承德市,,
廊坊市中医院,河北省-廊坊市,三级甲等,
霸州市第一医院,河北省-廊坊市,二级甲等,
廊坊市第四人民医院,河北省-廊坊市,二级甲等,
永清县人民医院,河北省-廊坊市,二级甲等,
廊坊武警学院医院,河北省-廊坊市,二级甲等,
燕郊人民医院,河北省-廊坊市,二级甲等,
大厂回族自治县医院,河北省-廊坊市,二级甲等,
大城县医院,河北省-廊坊市,二级甲等,
廊坊市第四医院霸州市第一医院,河北省-廊坊市,二级甲等,
三河市医院,河北省-廊坊市,二级甲等,
廊坊红十字骨伤科医院,河北省-廊坊市,二级甲等,
永清县脑血管病医院,河北省-廊坊市,二级甲等,
文安县中医院,河北省-廊坊市,二级甲等,
香河县人民医院,河北省-廊坊市,二级甲等,
文安县医院,河北省-廊坊市,二级甲等,
三河市中医院,河北省-廊坊市,二级甲等,
廊坊市中心血站,河北省-廊坊市,二级甲等,
固安县医院,河北省-廊坊市,二级甲等,
廊坊市广阳区人民医院,河北省-廊坊市,二级甲等,
固安县人民医院,河北省-廊坊市,二级甲等,
香河县医院,河北省-廊坊市,二级甲等,
廊坊利康医院,河北省-廊坊市,二级甲等,
安次区医院,河北省-廊坊市,二级甲等,
香河县气管炎哮喘医院,河北省-廊坊市,二级甲等,
霸州市第二医院,河北省-廊坊市,二级甲等,
大厂回族自治县人民医院,河北省-廊坊市,二级甲等,
核工业二三建设公司职工医院,河北省-廊坊市,一级甲等,
大城县第二医院,河北省-廊坊市,一级甲等,
霸州市妇幼保健院,河北省-廊坊市,一级甲等,
大厂县妇幼保健院,河北省-廊坊市,一级甲等,
廊坊市心脑病医院,河北省-廊坊市,,
廊坊东高洋精神病医院,河北省-廊坊市,,
冶金医院分院华勘分院,河北省-廊坊市,,
霸州市类风湿病医院,河北省-廊坊市,,
霸州市中医院,河北省-廊坊市,二级甲等,
永清县中医医院,河北省-廊坊市,二级乙等,
廊坊市广阳区妇幼保健院,河北省-廊坊市,一级甲等,
三河市妇幼保健院,河北省-廊坊市,一级甲等,
固安县妇幼保健站,河北省-廊坊市,一级甲等,
廊坊世纪协和医院,河北省-廊坊市,,
霸州市老年病医院,河北省-廊坊市,,
霸州市第三医院,河北省-廊坊市,,
廊坊市武警学院医院,河北省-廊坊市,,
廊坊市安次区妇幼保健院,河北省-廊坊市,,
廊坊益北医院,河北省-廊坊市,,
霸州市骨伤科医院,河北省-廊坊市,,
文安县第四医院,河北省-廊坊市,,
固安县中医院,河北省-廊坊市,,
廊坊市人民医院第四分院,河北省-廊坊市,,
廊坊市安次区第二医院,河北省-廊坊市,,
廊坊市广阳区眼科医院,河北省-廊坊市,,
京东中美医院,河北省-廊坊市,,
霸州市眼科医院,河北省-廊坊市,,
霸州市公安医院,河北省-廊坊市,,
廊坊红十字骨伤科医院廊坊市公安局法医医院,河北省-廊坊市,,
廊坊市长征医院,河北省-廊坊市,,
文安县妇幼保健院,河北省-廊坊市,,
廊坊市人民医院第三分院,河北省-廊坊市,,
廊坊市春明医院,河北省-廊坊市,,
廊坊洪昌医院,河北省-廊坊市,,
廊坊市安次医院,河北省-廊坊市,,
廊坊市眼科医院,河北省-廊坊市,,
大厂县回民医院,河北省-廊坊市,,
三河煤矿医院,河北省-廊坊市,,
霸州市肝脏病研究所,河北省-廊坊市,,
文安县第三医院,河北省-廊坊市,,
廊坊市建安医院,河北省-廊坊市,,
文安县妇幼保健站,河北省-廊坊市,,
华北石油局第十二综合服务处职工医院,河北省-廊坊市,,
文安县第二医院,河北省-廊坊市,,
廊坊市广安区人民医院,河北省-廊坊市,,
文安县仁爱医院,河北省-廊坊市,,
衡水市哈励逊国际和平医院（国际和平医院）,河北省-衡水市,三级甲等,
武强县医院,河北省-衡水市,二级甲等,
中国石油天然气总公司中心医院,河北省-廊坊市,,
廊坊市人民医院第一分院,河北省-廊坊市,,
大城县中医院,河北省-廊坊市,,
廊坊市安次区眼科医院,河北省-廊坊市,,
北京朝阳医院集团燕郊二三医院,河北省-廊坊市,,
永清县妇幼保健站,河北省-廊坊市,,
冶金部第一冶金地质勘探公司职工医院,河北省-廊坊市,,
东彬医院,河北省-廊坊市,,
哈励逊国际和平医院（衡水市人民医院）,河北省-衡水市,三级甲等,
衡水市第四人民医院（衡水市骨科医院）,河北省-衡水市,二级甲等,
武邑县医院,河北省-衡水市,二级甲等,
衡水市中医院,河北省-衡水市,二级甲等,
枣强县医院,河北省-衡水市,二级甲等,
衡水市心胸外科医院,河北省-衡水市,二级甲等,
衡水市红十字会医院,河北省-衡水市,二级甲等,
衡水市复退军人医院,河北省-衡水市,二级甲等,
深州市中医院,河北省-衡水市,二级甲等,
衡水市桃城区妇幼保健院,河北省-衡水市,二级甲等,
衡水西苑医院,河北省-衡水市,二级甲等,
衡水市第五人民医院河东分院,河北省-衡水市,二级甲等,
衡水市第五人民医院,河北省-衡水市,二级甲等,
阜城县人民医院,河北省-衡水市,二级甲等,
深州市医院,河北省-衡水市,二级甲等,
冀州天主教锡禄眼科医院,河北省-衡水市,二级甲等,
冀州市职工中心医院,河北省-衡水市,二级甲等,
衡水市第二人民医院（衡水市肿瘤医院）,河北省-衡水市,二级甲等,
衡水市结核病防治所,河北省-衡水市,二级甲等,
冀州市医院,河北省-衡水市,二级甲等,
河北省红十字衡水永兴医院,河北省-衡水市,二级甲等,
故城县医院,河北省-衡水市,二级甲等,
衡水市卫校附属医院,河北省-衡水市,二级甲等,
衡水市朋英眼科医院,河北省-衡水市,二级甲等,
饶阳县医院,河北省-衡水市,二级甲等,
冀州市妇幼保健站,河北省-衡水市,二级甲等,
衡水万才周围血管病医院,河北省-衡水市,二级甲等,
衡水市第三人民医院（衡水市传染病医院）,河北省-衡水市,二级甲等,
武强县中医院,河北省-衡水市,二级乙等,
饶阳县人民医院,河北省-衡水市,二级乙等,
阜城县中医院,河北省-衡水市,一级甲等,
武邑县妇幼保健院,河北省-衡水市,一级甲等,
景县人民医院,河北省-衡水市,二级甲等,
衡水市商业医院,河北省-衡水市,二级甲等,
衡水市路北医院,河北省-衡水市,二级甲等,
饶阳县中医院,河北省-衡水市,二级甲等,
故城县中医院,河北省-衡水市,二级甲等,中医肝病、中医按摩、胆囊病专科、不孕不育科
冀州市痔瘘专科医院,河北省-衡水市,二级甲等,
武邑县县医院,河北省-衡水市,二级乙等,
安平县人民医院,河北省-衡水市,二级丙等,
枣强县妇幼保健站,河北省-衡水市,一级甲等,
衡水市远大集团友谊医院（衡水市棉纺厂职工医院）,河北省-衡水市,一级甲等,
阜城县医院,河北省-衡水市,一级甲等,
武强县妇幼保健院,河北省-衡水市,一级甲等,
武邑县中医院,河北省-衡水市,一级甲等,
衡酒平安医院,河北省-衡水市,一级乙等,
饶阳县妇幼保健院,河北省-衡水市,,
深州市妇幼保健院,河北省-衡水市,,
安平县医院,河北省-衡水市,,
衡水市第三人民医院衡水市肝病肺病专科医院,河北省-衡水市,,
衡水市第五人民医院衡水市脑科医院,河北省-衡水市,,
枣强县妇幼保健院,河北省-衡水市,,
饶阳县博陵医院,河北省-衡水市,一级甲等,
饶阳县妇幼保健站,河北省-衡水市,一级甲等,
故城县妇幼保健院,河北省-衡水市,一级甲等,
衡水市妇幼保健院,河北省-衡水市,,
景县妇幼保健院,河北省-衡水市,,
衡水永兴医院,河北省-衡水市,,
冀州市妇幼保健院,河北省-衡水市,,
安平县妇幼保健站,河北省-衡水市,,
衡水市精神病医院,河北省-衡水市,,
衡水心理康复医院,河北省-衡水市,,
阜城县妇幼保健院,河北省-衡水市,,
安平县中医院,河北省-衡水市,,
安平博爱医院,河北省-衡水市,,
衡水地区传染病医院,河北省-衡水市,,
秦皇岛市妇幼保健院,河北省-秦皇岛市,三级甲等,儿童预防保健科、妇女保健科、新生儿科、儿科、超声科、产科、妇科、生殖医学科、遗传优生科、乳腺科
秦皇岛市中医医院,河北省-秦皇岛市,三级甲等,
秦皇岛铁路医院,河北省-秦皇岛市,二级甲等,
秦皇岛市山海关区中医院,河北省-秦皇岛市,二级甲等,
青龙县医院,河北省-秦皇岛市,二级甲等,
抚宁县人民医院,河北省-秦皇岛市,二级甲等,
冀州市中医院,河北省-衡水市,,
衡水市红十字会,河北省-衡水市,,
衡水市妇幼保健所,河北省-衡水市,,
秦皇岛市中医院,河北省-秦皇岛市,三级甲等,
秦皇岛市第一医院,河北省-秦皇岛市,三级甲等,内分泌科、神经内科、心血管科、手显微外科、骨科
秦皇岛市第二医院,河北省-秦皇岛市,三级乙等,
青龙满族自治县中医院,河北省-秦皇岛市,二级甲等,
昌黎县人民医院,河北省-秦皇岛市,二级甲等,
秦皇岛耀华玻璃集团公司医院,河北省-秦皇岛市,二级甲等,
卢龙县医院,河北省-秦皇岛市,二级甲等,
昌黎县中医院,河北省-秦皇岛市,二级甲等,
秦皇岛海港区人民医院,河北省-秦皇岛市,二级甲等,
青龙满族自治县医院,河北省-秦皇岛市,二级甲等,
海港区海港医院,河北省-秦皇岛市,二级甲等,
秦皇岛市工人医院,河北省-秦皇岛市,二级甲等,
秦皇岛市山海关中医院,河北省-秦皇岛市,二级甲等,
秦皇岛港口医院,河北省-秦皇岛市,二级甲等,
秦岛市山海关区人民医院,河北省-秦皇岛市,二级甲等,
秦皇岛耀华玻璃厂医院,河北省-秦皇岛市,二级甲等,
秦皇岛柳江医院,河北省-秦皇岛市,二级乙等,
卢龙县中医院,河北省-秦皇岛市,二级甲等,
青龙县中医院,河北省-秦皇岛市,二级甲等,
秦皇岛市北戴河区人民医院,河北省-秦皇岛市,二级甲等,
秦皇岛市第九医院,河北省-秦皇岛市,二级甲等,
秦皇岛港务局港口医院,河北省-秦皇岛市,二级甲等,
秦皇岛市北戴河医院,河北省-秦皇岛市,二级甲等,
抚宁县中医院,河北省-秦皇岛市,二级甲等,
秦皇岛北京军区二八一医院,河北省-秦皇岛市,二级甲等,
山海关中铁山桥集团医院,河北省-秦皇岛市,二级乙等,
青龙县妇化幼保健院,河北省-秦皇岛市,一级甲等,
青龙县工人医院,河北省-秦皇岛市,一级甲等,
卢龙县妇幼保健院,河北省-秦皇岛市,一级甲等,
医疗气功医院,河北省-秦皇岛市,,
秦皇岛市第四医院秦皇岛市肿瘤医院,河北省-秦皇岛市,,
秦皇岛市公安医院,河北省-秦皇岛市,,
秦皇岛海港肛肠医院,河北省-秦皇岛市,,
南戴河医院,河北省-秦皇岛市,,
秦皇岛市海港区妇幼保健站,河北省-秦皇岛市,,
秦皇岛市山海关人民医院,河北省-秦皇岛市,,
秦皇岛市友谊医院,河北省-秦皇岛市,,
昌黎县妇幼保健院,河北省-秦皇岛市,一级甲等,
抚宁县妇幼保健院,河北省-秦皇岛市,一级乙等,
秦皇岛市秦园医院,河北省-秦皇岛市,,
秦皇岛市九龙山医院,河北省-秦皇岛市,,
秦皇岛利民医院,河北省-秦皇岛市,,
山海关创伤外科医院,河北省-秦皇岛市,,
秦皇岛海港友谊医院,河北省-秦皇岛市,,
秦皇岛市海港口腔医院,河北省-秦皇岛市,,
秦皇岛市山海关区妇幼保健站,河北省-秦皇岛市,,
秦皇岛市山海关区创伤外科中心,河北省-秦皇岛市,,
秦皇岛市北戴河妇幼保健站,河北省-秦皇岛市,,
青龙满族自治县妇幼保健院,河北省-秦皇岛市,,
河北省医疗气功医院（北戴河气功康复医院）,河北省-秦皇岛市,,
秦皇岛市海港甲状腺病研究所秦皇岛市中医院甲亢病专科医院,河北省-秦皇岛市,,
秦皇岛海港老年病医院,河北省-秦皇岛市,,
山海关铁路医院,河北省-秦皇岛市,,
九龙山医院,河北省-秦皇岛市,,
秦皇岛经济技术开发区医院,河北省-秦皇岛市,,
郑州大学第一附属医院,河南省-郑州市,三级甲等,
河南省中医院（河南中医学院第二附属医院）,河南省-郑州市,三级甲等,
青龙县妇幼保健院,河北省-秦皇岛市,,
秦皇岛市博爱医院,河北省-秦皇岛市,,
秦皇岛市九龙山精神病医院,河北省-秦皇岛市,,
秦皇岛山海关桥梁厂医院,河北省-秦皇岛市,,
中国人民解放军五二八二九部队医院,河北省-秦皇岛市,,
秦皇岛市视光眼科医院,河北省-秦皇岛市,,
秦皇岛市柳江医院,河北省-秦皇岛市,,
河南省人民医院,河南省-郑州市,三级甲等,心血管内科、眼科、消化内科、心血管外科、生殖医学研究中心、神经外科、血管瘤科、神经内科
河南省军区医院,河南省-郑州市,三级甲等,
河南省肿瘤医院,河南省-郑州市,三级甲等,放疗科、血液科、乳腺科、胃癌外科、胸外科
河南中医学院第一附属医院,河南省-郑州市,三级甲等,
郑州市中心医院（郑州市第四人民医院）,河南省-郑州市,三级甲等,
郑州大学第五附属医院（郑大五附院）,河南省-郑州市,三级甲等,神经外科、气管炎科
武警河南省总队医院,河南省-郑州市,三级甲等,
郑州市骨科医院,河南省-郑州市,三级甲等,
河南弘大心血管病医院,河南省-郑州市,三级甲等,
中国人民解放军一五三中心医院,河南省-郑州市,三级甲等,
中国人民解放军第四六Ｏ医院（空军郑州医院）,河南省-郑州市,三级甲等,
郑州市儿童医院,河南省-郑州市,二级甲等,
河南省直第三人民医院,河南省-郑州市,二级甲等,
郑州大学第二附属医院,河南省-郑州市,三级甲等,
郑州同济医院,河南省-郑州市,三级甲等,
郑州大学第三附属医院（河南省妇幼保健院）,河南省-郑州市,三级甲等,
中原油田总医院,河南省-郑州市,三级甲等,
武警河南总队医院,河南省-郑州市,三级甲等,
郑州铁路中心医院,河南省-郑州市,三级甲等,
濮阳市油田总医院,河南省-郑州市,三级甲等,
河南省胸科医院,河南省-郑州市,三级乙等,
郑州大学第四附属医院,河南省-郑州市,二级甲等,
郑州市第五人民医院,河南省-郑州市,二级甲等,
郑州市第九人民医院,河南省-郑州市,二级甲等,
郑州中医骨伤病医院,河南省-郑州市,二级甲等,
河南省职工医院（河南省微创治疗中心）,河南省-郑州市,二级甲等,
河南电力医院,河南省-郑州市,二级甲等,
新密市中医院,河南省-郑州市,二级甲等,
郑州市第一人民医院,河南省-郑州市,二级甲等,
登封市人民医院,河南省-郑州市,二级甲等,
郑州市二砂医院,河南省-郑州市,二级甲等,
郑州市中原区人民医院,河南省-郑州市,二级甲等,
驻马店市第四人民医院,河南省-郑州市,二级甲等,
郑州市第二人民医院（郑州市眼科医院）,河南省-郑州市,二级甲等,
郑州市第三人民医院,河南省-郑州市,二级甲等,
河南省煤炭总医院（河南省煤炭职业病防治院）,河南省-郑州市,二级甲等,
